SongID,24hrMark,MaxRank,dates,TimeInHours,TimeInPlays,RankOutOfN,ValueOutOf1,dHours,dPlays,dRank,dValue,TotaldTime,TotaldPlays,TotaldRank,TotaldValue,SongName
1,36,112,August 12th 2013,7.67,86,112,0.6639999999999999,0,0,0,0,NA,NA,NA,NA,21 Guns
1,36,112,September 4th 2013,7.67,86,NA,NA,0,0,0,0,0,0,0,0,21 Guns
1,36,112,September 29th 2013,7.67,86,NA,NA,0,0,0,0,0,0,0,0,21 Guns
1,36,112,October 17th 2013,7.67,86,NA,NA,0,0,0,0,0,0,0,0,21 Guns
1,36,112,November 9th 2013,7.67,86,NA,NA,0.62,7,-69,0.062,0.62,7,-69,0.062,21 Guns
1,36,112,December 1st 2013,8.29,93,181,0.6,5.53,62,58,0.14,6.15,69,-11,0.202,21 Guns
1,36,112,January 1st 2014,13.82,155,123,0.74,0.62,7,-1,0.012,6.78,76,-12,0.214,21 Guns
1,36,112,February 1st 2014,14.45,162,124,0.752,0.27,3,-11,-0.002,7.04,79,-23,0.212,21 Guns
1,36,112,March 10th 2014,14.71,165,135,0.75,0.71,8,7,0.025,7.76,87,-16,0.237,21 Guns
1,36,112,April 20th 2014,15.43,173,128,0.775,0.27,3,-14,-0.006,8.03,90,-30,0.232,21 Guns
1,36,112,May 31st 2014,15.69,176,142,0.769,0.62,7,-1,0.009,8.65,97,-31,0.241,21 Guns
1,36,112,June 30th 2014,16.32,183,143,0.779,0.71,8,3,0.013,9.36,105,-28,0.254,21 Guns
1,36,112,July 31st 2014,17.03,191,140,0.792,0.45,5,-7,-0.002,9.81,110,-35,0.252,21 Guns
1,36,112,August 31st 2014,17.48,196,147,0.79,0.09,1,-10,0.002,9.9,111,-45,0.254,21 Guns
1,36,112,September 30th 2014,17.57,197,157,0.792,0.98,11,5,0.014,10.88,122,-40,0.268,21 Guns
1,36,112,October 31st 2014,18.55,208,152,0.806,0.54,6,4,0.009,11.41,128,-36,0.277,21 Guns
1,36,112,November 30th 2014,19.08,214,148,0.815,0.27,3,-3,0.004,11.68,131,-39,0.28,21 Guns
1,36,112,December 31st 2014,19.35,217,151,0.818,0.45,5,-8,-0.005,12.13,136,-47,0.275,21 Guns
1,36,112,January 31st 2015,19.8,222,159,0.813,0.18,2,-4,-0.001,12.31,138,-51,0.274,21 Guns
1,36,112,February 28th 2015,19.97,224,163,0.812,0.18,2,-4,-0.001,12.48,140,-55,0.273,21 Guns
1,36,112,March 31st 2015,20.15,226,167,0.811,0.18,2,-1,0.001,12.66,142,-56,0.274,21 Guns
1,36,112,April 30th 2015,20.33,228,168,0.812,0.18,2,-5,-0.003,12.84,144,-61,0.271,21 Guns
1,36,112,May 31st 2015,20.51,230,173,0.809,0.36,4,-2,0,13.2,148,-63,0.272,21 Guns
1,36,112,June 30th 2015,20.87,234,175,0.81,0.09,1,-7,-0.005,13.29,149,-70,0.267,21 Guns
1,36,112,July 31st 2015,20.95,235,182,0.805,0,0,-12,-0.01,13.29,149,-82,0.257,21 Guns
1,36,112,August 31st 2015,20.95,235,194,0.795,0.45,5,1,0.003,13.73,154,-81,0.261,21 Guns
1,36,112,September 30th 2015,21.4,240,193,0.799,0.27,3,-4,-0.002,14,157,-85,0.258,21 Guns
1,36,112,October 31st 2015,21.67,243,197,0.796,0.27,3,-4,-0.003,14.27,160,-89,0.255,21 Guns
1,36,112,November 30th 2015,21.94,246,201,0.793,0.36,4,-3,-0.002,14.62,164,-92,0.253,21 Guns
1,36,112,December 31st 2015,22.29,250,204,0.791,0,0,-11,-0.008,14.62,164,-103,0.246,21 Guns
1,36,112,January 31st 2016,22.29,250,215,0.783,0,0,-12,-0.011,14.62,164,-115,0.235,21 Guns
1,36,112,February 29th 2016,22.29,250,227,0.773,0,0,-8,-0.006,14.62,164,-123,0.229,21 Guns
1,36,112,March 31st 2016,22.29,250,235,0.767,0.18,2,-9,-0.008,14.8,166,-132,0.221,21 Guns
1,36,112,April 30th 2016,22.47,252,244,0.759,0.98,11,19,0.02,15.78,177,-113,0.241,21 Guns
1,36,112,May 31st 2016,23.45,263,225,0.779,1.34,15,24,0.025,17.12,192,-89,0.266,21 Guns
1,36,112,June 30th 2016,24.79,278,201,0.804,1.43,16,21,0.021,18.55,208,-68,0.288,21 Guns
1,36,112,July 31st 2016,26.22,294,180,0.826,0.98,11,5,0.006,19.53,219,-63,0.293,21 Guns
1,36,112,August 31st 2016,27.2,305,175,0.831,0.18,2,0,0,19.71,221,-63,0.294,21 Guns
1,36,112,September 30th 2016,27.37,307,175,0.832,0,0,-7,-0.006,19.71,221,-70,0.288,21 Guns
1,36,112,October 31st 2016,27.37,307,182,0.826,0,0,-6,-0.005,19.71,221,-76,0.283,21 Guns
1,36,112,November 30th 2016,27.37,307,188,0.821,0,0,-12,-0.011,19.71,221,-88,0.272,21 Guns
1,36,112,December 31st 2016,27.37,307,200,0.81,0,0,-11,-0.009,19.71,221,-99,0.263,21 Guns
1,36,112,January 31st 2017,27.37,307,211,0.801,0,0,-5,-0.004,19.71,221,-104,0.259,21 Guns
1,36,112,February 28th 2017,27.37,307,216,0.797,0.09,1,-7,-0.006,19.8,222,-111,0.253,21 Guns
1,36,112,March 31st 2017,27.46,308,223,0.791,0,0,-18,-0.016,19.8,222,-129,0.236,21 Guns
1,36,112,April 30th 2017,27.46,308,241,0.774,0,0,-7,-0.006,19.8,222,-136,0.23,21 Guns
1,36,112,May 31st 2017,27.46,308,248,0.768,2.23,25,36,0.034,22.02,247,-100,0.264,21 Guns
1,36,112,June 30th 2017,29.69,333,212,0.802,1.52,17,19,0.018,23.54,264,-81,0.283,21 Guns
1,36,112,July 31st 2017,31.21,350,193,0.821,1.25,14,19,0.018,24.79,278,-62,0.301,21 Guns
1,36,112,August 31st 2017,32.46,364,174,0.839,1.78,20,19,0.018,26.57,298,-43,0.319,21 Guns
1,36,112,September 30th 2017,34.24,384,155,0.856,0,0,-1,0.001,26.57,298,-44,0.32,21 Guns
1,36,112,October 31st 2017,34.24,384,156,0.858,0,0,-6,-0.004,26.57,298,-50,0.316,21 Guns
1,36,112,November 30th 2017,34.24,384,162,0.854,0,0,-7,-0.006,26.57,298,-57,0.31,21 Guns
1,36,112,December 31st 2017,34.24,384,169,0.848,0,0,-6,-0.005,26.57,298,-63,0.305,21 Guns
1,36,112,January 31st 2018,34.24,384,175,0.843,0,0,-7,-0.006,26.57,298,-70,0.299,21 Guns
1,36,112,February 28th 2018,34.24,384,182,0.837,0,0,-7,-0.006,26.57,298,-77,0.293,21 Guns
1,36,112,March 31st 2018,34.24,384,189,0.831,0,0,-9,-0.008,26.57,298,-86,0.285,21 Guns
1,36,112,April 30th 2018,34.24,384,198,0.823,0,0,-7,-0.002,26.57,298,-93,0.283,21 Guns
1,36,112,May 31st 2018,34.24,384,205,0.821,1.87,21,20,0.018,28.44,319,-73,0.301,21 Guns
1,36,112,June 30th 2018,36.11,405,185,0.839,0,0,-1,0,28.44,319,-74,0.301,21 Guns
1,36,112,July 31st 2018,36.11,405,186,0.839,0,0,-5,-0.004,28.44,319,-79,0.297,21 Guns
1,36,112,August 31st 2018,36.11,405,191,0.834,0,0,-4,-0.003,28.44,319,-83,0.293,21 Guns
1,36,112,September 30th 2018,36.11,405,195,0.831,0,0,-5,-0.004,28.44,319,-88,0.289,21 Guns
1,36,112,October 31st 2018,36.11,405,200,0.827,0,0,-6,-0.005,28.44,319,-94,0.284,21 Guns
1,36,112,November 30th 2018,36.11,405,206,0.822,0,0,-4,-0.003,28.44,319,-98,0.281,21 Guns
1,36,112,December 31st 2018,36.11,405,210,0.819,0,0,-6,-0.005,28.44,319,-104,0.276,21 Guns
1,36,112,January 31st 2019,36.11,405,216,0.814,0,0,-5,-0.004,28.44,319,-109,0.273,21 Guns
1,36,112,February 28th 2019,36.11,405,221,0.811,2.05,23,26,0.027,30.5,342,-83,0.3,21 Guns
1,36,112,March 31st 2019,38.16,428,195,0.838,0,0,-4,-0.003,30.5,342,-87,0.297,21 Guns
1,36,112,April 30th 2019,38.16,428,199,0.835,0,0,-3,-0.002,30.5,342,-90,0.295,21 Guns
1,36,112,May 31st 2019,38.16,428,202,0.833,0,0,-4,-0.002,30.5,342,-94,0.293,21 Guns
1,36,112,June 30th 2019,38.16,428,206,0.831,0,0,-3,-0.002,30.5,342,-97,0.291,21 Guns
1,36,112,July 31st 2019,38.16,428,209,0.829,0,0,-5,-0.004,30.5,342,-102,0.287,21 Guns
1,36,112,August 31st 2019,38.16,428,214,0.825,0,0,-7,-0.005,30.5,342,-109,0.282,21 Guns
1,36,112,September 30th 2019,38.16,428,221,0.82,0,0,-4,-0.002,30.5,342,-113,0.28,21 Guns
1,36,112,October 31st 2019,38.16,428,225,0.818,0,0,-1,0,30.5,342,-114,0.279,21 Guns
1,36,112,November 30th 2019,38.16,428,226,0.817,0,0,-3,0.005,30.5,342,-117,0.284,21 Guns
1,36,112,December 31st 2019,38.16,428,229,0.822,0,0,0,0.001,30.5,342,-117,0.285,21 Guns
1,36,112,January 31st 2020,38.16,428,229,0.823,0,0,-1,0,30.5,342,-118,0.285,21 Guns
1,36,112,February 29th 2020,38.16,428,230,0.823,0,0,-5,-0.003,30.5,342,-123,0.281,21 Guns
1,36,112,March 31st 2020,38.16,428,235,0.819,0,0,-5,0.001,30.5,342,-128,0.282,21 Guns
1,36,112,April 30th 2020,38.16,428,240,0.82,0,0,-1,0.005,30.5,342,-129,0.287,21 Guns
1,36,112,May 31st 2020,38.16,428,241,0.825,1.87,21,20,0.019,32.37,363,-109,0.305,21 Guns
1,36,112,June 30th 2020,40.04,449,221,0.843,2.05,23,26,0.022,34.42,386,-83,0.327,21 Guns
1,36,112,July 31st 2020,42.09,472,195,0.865,0,0,-3,0.001,34.42,386,-86,0.329,21 Guns
1,36,112,August 31st 2020,42.09,472,198,0.867,0,0,-5,0,34.42,386,-91,0.328,21 Guns
1,36,112,September 30th 2020,42.09,472,203,0.866,0,0,-1,0.002,34.42,386,-92,0.33,21 Guns
1,36,112,October 31st 2020,42.09,472,204,0.868,0,0,-2,0.001,34.42,386,-94,0.331,21 Guns
1,36,112,November 30th 2020,42.09,472,206,0.869,0,0,-2,0.003,34.42,386,-96,0.334,21 Guns
1,36,112,December 31st 2020,42.09,472,208,0.872,0,0,0,0.003,34.42,386,-96,0.337,21 Guns
1,36,112,January 31st 2021,42.09,472,208,0.875,0,0,0,0.003,34.42,386,-96,0.34,21 Guns
1,36,112,February 28th 2021,42.09,472,208,0.878,0,0,0,0.002,34.42,386,-96,0.342,21 Guns
1,36,112,March 31st 2021,42.09,472,208,0.88,0,0,-2,0.001,34.42,386,-98,0.343,21 Guns
1,36,112,April 30th 2021,42.09,472,210,0.881,0,0,-2,0,34.42,386,-100,0.343,21 Guns
1,36,112,May 31st 2021,42.09,472,212,0.881,0,0,0,0.001,34.42,386,-100,0.345,21 Guns
1,36,112,June 30th 2021,42.09,472,212,0.883,0,0,-1,0,34.42,386,-101,0.345,21 Guns
1,36,112,July 31st 2021,42.09,472,213,0.883,0,0,-2,0,34.42,386,-103,0.345,21 Guns
1,36,112,August 31st 2021,42.09,472,215,0.883,0,0,-3,0,34.42,386,-106,0.345,21 Guns
1,36,112,September 30th 2021,42.09,472,218,0.883,0,0,-2,0,34.42,386,-108,0.345,21 Guns
1,36,112,October 31st 2021,42.09,472,220,0.883,1.43,16,24,0.013,35.85,402,-84,0.358,21 Guns
1,36,112,November 30th 2021,43.51,488,196,0.896,2.23,25,25,0.014,38.07,427,-59,0.372,21 Guns
1,36,112,December 31st 2021,45.74,513,171,0.91,1.52,17,12,0.006,39.59,444,-47,0.378,21 Guns
1,36,112,January 31st 2022,47.26,530,159,0.916,0,0,-1,-0.001,39.59,444,-48,0.378,21 Guns
1,36,112,February 28th 2022,47.26,530,160,0.916,0,0,-1,0,39.59,444,-49,0.378,21 Guns
1,36,112,March 31st 2022,47.26,530,161,0.916,0,0,-4,-0.002,39.59,444,-53,0.376,21 Guns
1,36,112,April 30th 2022,47.26,530,165,0.914,0,0,-2,0.001,39.59,444,-55,0.377,21 Guns
1,36,112,May 31st 2022,47.26,530,167,0.915,0,0,0,0.001,39.59,444,-55,0.378,21 Guns
1,36,112,June 30th 2022,47.26,530,167,0.916,0,0,0,0.001,39.59,444,-55,0.378,21 Guns
1,36,112,July 31st 2022,47.26,530,167,0.917,0,0,-5,-0.002,39.59,444,-60,0.377,21 Guns
2,NA,65,August 12th 2013,12.62,187,65,0.805,0.27,4,-3,-0.002,NA,NA,NA,NA,40 Oz.
2,NA,65,September 4th 2013,12.89,191,68,0.803,0.14,2,-9,-0.023,0.4,6,-12,-0.025,40 Oz.
2,NA,65,September 29th 2013,13.03,193,77,0.78,0.54,8,0,0.004,0.94,14,-12,-0.021,40 Oz.
2,NA,65,October 17th 2013,13.57,201,77,0.784,0.07,1,-6,-0.013,1.01,15,-18,-0.034,40 Oz.
2,NA,65,November 9th 2013,13.64,202,83,0.771,0.4,6,-25,-0.009,1.42,21,-43,-0.043,40 Oz.
2,NA,65,December 1st 2013,14.04,208,108,0.762,0.41,6,-3,0.004,1.82,27,-46,-0.039,40 Oz.
2,NA,65,January 1st 2014,14.45,214,111,0.765,0.4,6,-3,0.006,2.23,33,-49,-0.033,40 Oz.
2,NA,65,February 1st 2014,14.85,220,114,0.772,0.2,3,-11,-0.003,2.43,36,-60,-0.036,40 Oz.
2,NA,65,March 10th 2014,15.05,223,125,0.769,0.07,1,-9,-0.004,2.5,37,-69,-0.04,40 Oz.
2,NA,65,April 20th 2014,15.12,224,134,0.765,0.34,5,-14,-0.005,2.84,42,-83,-0.045,40 Oz.
2,NA,65,May 31st 2014,15.46,229,148,0.76,0.34,5,-4,0.005,3.17,47,-87,-0.04,40 Oz.
2,NA,65,June 30th 2014,15.8,234,152,0.765,0.07,1,-8,-0.003,3.24,48,-95,-0.043,40 Oz.
2,NA,65,July 31st 2014,15.86,235,160,0.762,0.14,2,-12,-0.008,3.38,50,-107,-0.051,40 Oz.
2,NA,65,August 31st 2014,16,237,172,0.754,0.14,2,-10,0.005,3.51,52,-117,-0.046,40 Oz.
2,NA,65,September 30th 2014,16.13,239,182,0.759,0.34,5,-10,-0.004,3.85,57,-127,-0.05,40 Oz.
2,NA,65,October 31st 2014,16.47,244,192,0.755,0.27,4,-3,0.001,4.12,61,-130,-0.049,40 Oz.
2,NA,65,November 30th 2014,16.74,248,195,0.756,0.14,2,-7,0.001,4.25,63,-137,-0.048,40 Oz.
2,NA,65,December 31st 2014,16.88,250,202,0.757,0.2,3,-13,-0.01,4.46,66,-150,-0.057,40 Oz.
2,NA,65,January 31st 2015,17.08,253,215,0.747,0.13,2,-2,0.002,4.59,68,-152,-0.055,40 Oz.
2,NA,65,February 28th 2015,17.21,255,217,0.75,0.2,3,-9,-0.005,4.79,71,-161,-0.06,40 Oz.
2,NA,65,March 31st 2015,17.42,258,226,0.744,0,0,-7,-0.005,4.79,71,-168,-0.065,40 Oz.
2,NA,65,April 30th 2015,17.42,258,233,0.74,0.34,5,-3,0,5.13,76,-171,-0.065,40 Oz.
2,NA,65,May 31st 2015,17.75,263,236,0.74,0.2,3,-11,-0.009,5.33,79,-182,-0.074,40 Oz.
2,NA,65,June 30th 2015,17.96,266,247,0.731,0.27,4,-7,-0.003,5.6,83,-189,-0.077,40 Oz.
2,NA,65,July 31st 2015,18.23,270,254,0.728,0.34,5,-5,-0.001,5.94,88,-194,-0.078,40 Oz.
2,NA,65,August 31st 2015,18.56,275,259,0.727,0.34,5,-2,0.001,6.28,93,-196,-0.077,40 Oz.
2,NA,65,September 30th 2015,18.9,280,261,0.728,0.41,6,-2,0,6.68,99,-198,-0.077,40 Oz.
2,NA,65,October 31st 2015,19.31,286,263,0.728,0.14,2,-11,-0.01,6.82,101,-209,-0.087,40 Oz.
2,NA,65,November 30th 2015,19.44,288,274,0.718,0,0,-10,-0.008,6.82,101,-219,-0.095,40 Oz.
2,NA,65,December 31st 2015,19.44,288,284,0.71,0,0,-11,-0.007,6.82,101,-230,-0.102,40 Oz.
2,NA,65,January 31st 2016,19.44,288,295,0.703,0,0,-11,-0.009,6.82,101,-241,-0.111,40 Oz.
2,NA,65,February 29th 2016,19.44,288,306,0.694,0,0,-14,-0.011,6.82,101,-255,-0.123,40 Oz.
2,NA,65,March 31st 2016,19.44,288,320,0.682,0,0,-15,-0.013,6.82,101,-270,-0.136,40 Oz.
2,NA,65,April 30th 2016,19.44,288,335,0.669,0,0,-6,-0.004,6.82,101,-276,-0.139,40 Oz.
2,NA,65,May 31st 2016,19.44,288,341,0.665,0,0,-12,-0.009,6.82,101,-288,-0.149,40 Oz.
2,NA,65,June 30th 2016,19.44,288,353,0.656,0,0,-13,-0.011,6.82,101,-301,-0.159,40 Oz.
2,NA,65,July 31st 2016,19.44,288,366,0.645,0,0,-10,-0.008,6.82,101,-311,-0.167,40 Oz.
2,NA,65,August 31st 2016,19.44,288,376,0.637,0,0,-7,-0.006,6.82,101,-318,-0.173,40 Oz.
2,NA,65,September 30th 2016,19.44,288,383,0.632,0,0,-11,-0.009,6.82,101,-329,-0.182,40 Oz.
2,NA,65,October 31st 2016,19.44,288,394,0.623,0,0,-11,-0.009,6.82,101,-340,-0.191,40 Oz.
2,NA,65,November 30th 2016,19.44,288,405,0.614,0,0,-12,-0.01,6.82,101,-352,-0.2,40 Oz.
2,NA,65,December 31st 2016,19.44,288,417,0.604,0,0,-7,-0.005,6.82,101,-359,-0.205,40 Oz.
2,NA,65,January 31st 2017,19.44,288,424,0.6,0,0,-10,-0.008,6.82,101,-369,-0.213,40 Oz.
2,NA,65,February 28th 2017,19.44,288,434,0.592,0,0,-9,-0.008,6.82,101,-378,-0.221,40 Oz.
2,NA,65,March 31st 2017,19.44,288,443,0.584,0,0,-13,-0.011,6.82,101,-391,-0.232,40 Oz.
2,NA,65,April 30th 2017,19.44,288,456,0.573,0,0,-8,-0.006,6.82,101,-399,-0.238,40 Oz.
2,NA,65,May 31st 2017,19.44,288,464,0.567,0,0,-8,-0.007,6.82,101,-407,-0.245,40 Oz.
2,NA,65,June 30th 2017,19.44,288,472,0.56,0,0,-9,-0.007,6.82,101,-416,-0.251,40 Oz.
2,NA,65,July 31st 2017,19.44,288,481,0.553,0,0,-6,-0.005,6.82,101,-422,-0.256,40 Oz.
2,NA,65,August 31st 2017,19.44,288,487,0.549,0,0,-10,-0.009,6.82,101,-432,-0.265,40 Oz.
2,NA,65,September 30th 2017,19.44,288,497,0.54,0,0,-3,0.005,6.82,101,-435,-0.26,40 Oz.
2,NA,65,October 31st 2017,19.44,288,500,0.545,0,0,-9,-0.004,6.82,101,-444,-0.264,40 Oz.
2,NA,65,November 30th 2017,19.44,288,509,0.541,0,0,-11,-0.009,6.82,101,-455,-0.272,40 Oz.
2,NA,65,December 31st 2017,19.44,288,520,0.532,0,0,-14,-0.011,6.82,101,-469,-0.284,40 Oz.
2,NA,65,January 31st 2018,19.44,288,534,0.521,0,0,-7,-0.005,6.82,101,-476,-0.289,40 Oz.
2,NA,65,February 28th 2018,19.44,288,541,0.516,0,0,-7,-0.006,6.82,101,-483,-0.295,40 Oz.
2,NA,65,March 31st 2018,19.44,288,548,0.509,0,0,-8,-0.006,6.82,101,-491,-0.301,40 Oz.
2,NA,65,April 30th 2018,19.44,288,556,0.504,0,0,-6,0.006,6.82,101,-497,-0.295,40 Oz.
2,NA,65,May 31st 2018,19.44,288,562,0.51,0,0,-5,-0.003,6.82,101,-502,-0.298,40 Oz.
2,NA,65,June 30th 2018,19.44,288,567,0.507,0,0,-11,-0.008,6.82,101,-513,-0.306,40 Oz.
2,NA,65,July 31st 2018,19.44,288,578,0.499,0,0,-10,-0.008,6.82,101,-523,-0.314,40 Oz.
2,NA,65,August 31st 2018,19.44,288,588,0.49,0,0,-9,-0.008,6.82,101,-532,-0.322,40 Oz.
2,NA,65,September 30th 2018,19.44,288,597,0.483,0,0,-4,-0.003,6.82,101,-536,-0.325,40 Oz.
2,NA,65,October 31st 2018,19.44,288,601,0.48,0,0,-5,-0.003,6.82,101,-541,-0.328,40 Oz.
2,NA,65,November 30th 2018,19.44,288,606,0.477,0,0,-9,-0.006,6.82,101,-550,-0.334,40 Oz.
2,NA,65,December 31st 2018,19.44,288,615,0.471,0,0,-9,-0.007,6.82,101,-559,-0.341,40 Oz.
2,NA,65,January 31st 2019,19.44,288,624,0.464,0,0,-6,-0.003,6.82,101,-565,-0.344,40 Oz.
2,NA,65,February 28th 2019,19.44,288,630,0.461,0,0,-6,0.012,6.82,101,-571,-0.333,40 Oz.
2,NA,65,March 31st 2019,19.44,288,636,0.472,0,0,-3,-0.002,6.82,101,-574,-0.334,40 Oz.
2,NA,65,April 30th 2019,19.44,288,639,0.471,0,0,-6,-0.004,6.82,101,-580,-0.338,40 Oz.
2,NA,65,May 31st 2019,19.44,288,645,0.467,0,0,-7,-0.003,6.82,101,-587,-0.341,40 Oz.
2,NA,65,June 30th 2019,19.44,288,652,0.464,0,0,-10,-0.006,6.82,101,-597,-0.346,40 Oz.
2,NA,65,July 31st 2019,19.44,288,662,0.459,0,0,-5,-0.003,6.82,101,-602,-0.349,40 Oz.
2,NA,65,August 31st 2019,19.44,288,667,0.456,0,0,-2,0,6.82,101,-604,-0.35,40 Oz.
2,NA,65,September 30th 2019,19.44,288,669,0.455,0,0,-10,-0.005,6.82,101,-614,-0.355,40 Oz.
2,NA,65,October 31st 2019,19.44,288,679,0.45,0,0,-5,-0.002,6.82,101,-619,-0.357,40 Oz.
2,NA,65,November 30th 2019,19.44,288,684,0.447,0,0,-8,0.016,6.82,101,-627,-0.342,40 Oz.
2,NA,65,December 31st 2019,19.44,288,692,0.463,0,0,-6,-0.003,6.82,101,-633,-0.344,40 Oz.
2,NA,65,January 31st 2020,19.44,288,698,0.461,0,0,-8,-0.005,6.82,101,-641,-0.35,40 Oz.
2,NA,65,February 29th 2020,19.44,288,706,0.455,0,0,-13,-0.009,6.82,101,-654,-0.358,40 Oz.
2,NA,65,March 31st 2020,19.44,288,719,0.446,0,0,-6,0.009,6.82,101,-660,-0.349,40 Oz.
2,NA,65,April 30th 2020,19.44,288,725,0.456,0,0,-4,0.014,6.82,101,-664,-0.335,40 Oz.
2,NA,65,May 31st 2020,19.44,288,729,0.469,0,0,-2,0.012,6.82,101,-666,-0.323,40 Oz.
2,NA,65,June 30th 2020,19.44,288,731,0.482,0,0,-8,0.008,6.82,101,-674,-0.315,40 Oz.
2,NA,65,July 31st 2020,19.44,288,739,0.49,0,0,-1,0.012,6.82,101,-675,-0.303,40 Oz.
2,NA,65,August 31st 2020,19.44,288,740,0.502,0,0,-4,0.008,6.82,101,-679,-0.295,40 Oz.
2,NA,65,September 30th 2020,19.44,288,744,0.51,0,0,-4,0.006,6.82,101,-683,-0.289,40 Oz.
2,NA,65,October 31st 2020,19.44,288,748,0.516,0,0,-6,0.003,6.82,101,-689,-0.286,40 Oz.
2,NA,65,November 30th 2020,19.44,288,754,0.519,0,0,-9,0.011,6.82,101,-698,-0.275,40 Oz.
2,NA,65,December 31st 2020,19.44,288,763,0.53,0,0,-7,0.008,6.82,101,-705,-0.267,40 Oz.
2,NA,65,January 31st 2021,19.44,288,770,0.538,0,0,-3,0.009,6.82,101,-708,-0.258,40 Oz.
2,NA,65,February 28th 2021,19.44,288,773,0.546,0,0,-3,0.005,6.82,101,-711,-0.254,40 Oz.
2,NA,65,March 31st 2021,19.44,288,776,0.551,0,0,-9,0.004,6.82,101,-720,-0.25,40 Oz.
2,NA,65,April 30th 2021,19.44,288,785,0.555,0,0,-2,0.004,6.82,101,-722,-0.246,40 Oz.
2,NA,65,May 31st 2021,19.44,288,787,0.559,0,0,-4,0.003,6.82,101,-726,-0.243,40 Oz.
2,NA,65,June 30th 2021,19.44,288,791,0.562,0,0,-3,0.002,6.82,101,-729,-0.241,40 Oz.
2,NA,65,July 31st 2021,19.44,288,794,0.564,0,0,-3,0.002,6.82,101,-732,-0.239,40 Oz.
2,NA,65,August 31st 2021,19.44,288,797,0.566,0,0,-7,0.001,6.82,101,-739,-0.238,40 Oz.
2,NA,65,September 30th 2021,19.44,288,804,0.567,0,0,-2,0.004,6.82,101,-741,-0.234,40 Oz.
2,NA,65,October 31st 2021,19.44,288,806,0.571,0,0,-5,-0.003,6.82,101,-746,-0.237,40 Oz.
2,NA,65,November 30th 2021,19.44,288,811,0.568,0,0,-7,0,6.82,101,-753,-0.237,40 Oz.
2,NA,65,December 31st 2021,19.44,288,818,0.568,0,0,-3,-0.001,6.82,101,-756,-0.238,40 Oz.
2,NA,65,January 31st 2022,19.44,288,821,0.567,0,0,-7,-0.004,6.82,101,-763,-0.242,40 Oz.
2,NA,65,February 28th 2022,19.44,288,828,0.563,0,0,-4,0.003,6.82,101,-767,-0.239,40 Oz.
2,NA,65,March 31st 2022,19.44,288,832,0.566,0,0,-11,-0.005,6.82,101,-778,-0.244,40 Oz.
2,NA,65,April 30th 2022,19.44,288,843,0.561,0,0,-6,0.006,6.82,101,-784,-0.239,40 Oz.
2,NA,65,May 31st 2022,19.44,288,849,0.566,0,0,-5,0.002,6.82,101,-789,-0.237,40 Oz.
2,NA,65,June 30th 2022,19.44,288,854,0.568,0,0,-6,0.002,6.82,101,-795,-0.235,40 Oz.
2,NA,65,July 31st 2022,19.44,288,860,0.57,0,0,-9,0,6.82,101,-804,-0.235,40 Oz.
3,11,32,August 12th 2013,19.67,252,32,0.904,0.31,4,-2,-0.002,NA,NA,NA,NA,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,September 4th 2013,19.979999999999997,256,34,0.901,0.31,4,-1,-0.001,0.62,8,-3,-0.004,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,September 29th 2013,20.29,260,35,0.9,0.62,8,0,0.002,1.25,16,-3,-0.002,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,October 17th 2013,20.92,268,35,0.902,0.23,3,-4,-0.009,1.48,19,-7,-0.012,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,November 9th 2013,21.15,271,39,0.892,0.86,11,-4,0.013,2.34,30,-11,0.001,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,December 1st 2013,22.01,282,43,0.905,0.55,7,-3,-0.002,2.89,37,-14,-0.001,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,January 1st 2014,22.56,289,46,0.903,0.55,7,2,0.009,3.43,44,-12,0.008,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,February 1st 2014,23.1,296,44,0.912,0.16,2,-5,-0.003,3.59,46,-17,0.005,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,March 10th 2014,23.26,298,49,0.909,0.23,3,-2,0.001,3.82,49,-19,0.007,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,April 20th 2014,23.49,301,51,0.911,0.7,9,-3,0.002,4.53,58,-22,0.008,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,May 31st 2014,24.2,310,54,0.912,0.23,3,-3,-0.001,4.76,61,-25,0.008,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,June 30th 2014,24.43,313,57,0.912,0.16,2,-3,-0.001,4.92,63,-28,0.007,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,July 31st 2014,24.59,315,60,0.911,0.16,2,-3,-0.001,5.07,65,-31,0.006,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
3,11,32,August 31st 2014,24.74,317,63,0.91,0.08,1,-4,0.001,5.15,66,-35,0.007,5 O'Clock (feat. Wiz Khalifa & Lily Allen)
